ISO,UN code,Name,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
USA,840,UNITED STATES OF AMERICA,0.1723,0.2078,0.2702,0.3483,0.3325,0.345,0.3741,0.5564,0.5406,0.5819,0.665,0.6836,0.7281,0.6652,0.6952,0.7258,0.7909,0.9136,1.007,1.29,1.395,1.666,2.158,2.548,2.749,3.512,4.497,4.63,4.713,5.951,6.954,7.117,7.46,8.322,7.972,7.762,8.268,8.369,6.405,7.282,8.93,8.819,10.27,12.31,13.38,14210,14510,15070,15420,15000,14290,10810,6656,5587,6900,6684,9950,10370,9239,10790,11550,14520,16090,12040,8032,9114,14650,16650,18420,18790,20120,22040,22260,23520,24130,26580,28390,27010,27760,30230,28800,28700,29880,31440,33030,33290,34570,33590,35320,35700,34920,35510,36520,36920,36810,30460,32370,33980,35620,35940,32920,31960,28440,30440,32910,31710,32850,32980,33250,33260,33480,32740,32990,34840,36310,37080,37310,38560,39460,40240,41450,41610,43160,43350,45890,46190,46850,45510,41420,29610,31450,32210,35270,36370,39440,39910,39440,40320,38970,40900,40690,41310,41420
URY,858,URUGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.32,65.42,50.88,50.88,54.51,72.69,76.32,87.22,83.59,87.22,72.69,65.42,94.49,109,134.5,138.1,141.7,141.8,149,149,149,145.4,145.4,130.8,167.3,207.2,214.4,207.2,203.5,192.6,185.2,167.3,199.9,207.2,232.6,207.2,254.4,228.8,247.1,225.3,229,254.6,268.9,316.2,332.5,334.2,332.2,330.3,388.5,354.6,314.1,190.8,155.2,147.3,156.6,186.3,198.6,254.3,226.2,226,225.8,225.6,318.8,270.3,308.4,351.3,391.9,354.3,314.1,450.7,439.4,456.5,266.7,263.8,262,257.3,250.7,417.3,329.3,379.8,340.6,332.9,327.3,355.7,292.6,322.2,320.2,290.6,325.3,325.3,325.3
UZB,860,UZBEKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.09,66.9,86.55,92.65,97.66,76.6,99.91,126.9,166.2,155,161.9,161.9,165.1,165.3,,,,51.61,97.46,137.9,189.9,230.4,303.1,358,407.8,462.3,550.7,652.8,722.8,841.2,970.9,1132,1330,1488,1680,1790,1908,2130,2356,2500,2585,2656,2820,2933,3010,3118,3234,3380,3350,3335,3242,3054,3018,3004,2858,2896,2875,2821,2842,2815,2781,2724,2583,2555,2493,2370,2101,1545,1433,1502,1592,1498,1482,1682,1693,1792,2132,2267,2348,2554,2827,2905,2924,2792,2791,2869,3017,3427,3476,3665,3776,4511,4638,4638,4638
VUT,548,VANUATU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,862,VENEZUELA,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,18.17,21.81,18.18,43.61,43.61,58.15,61.76,54.51,58.15,58.14,61.78,72.67,105.4,141.8,247.1,305.3,414.3,487,599.6,632.4,715.9,865,799.5,926.8,734.1,748.7,759.6,781.4,915.9,1043,1043,1112,1207,1058,1308,1385,1475,1686,1726,1730,1738,1534,1665,1922,2327,2328,2579,2096,2242,2469,2665,2815,2838,2051,2366,2864,2974,3087,3123,3456,3401,3664,3686,3817,3859,3863,3076,3348,2151,2468,4649,3320,3253,3139,2811,3044,3297,3465,3131,3237,2283,2133,792.6,453.5,579.6,579.6,579.6
VNM,704,VIET NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.95,90.86,83.59,76.32,83.59,54.51,58.15,54.51,72.69,116.3,130.8,152.6,138.1,149,87.22,61.78,0,3.634,18.17,18.27,47.25,76.32,72.87,105.4,112.7,145.4,127.2,149,98.13,79.85,149,189,199.9,225.3,229,243.5,356.2,468.8,436.2,461.6,316.2,367.1,388.9,376.2,244.8,372.5,338.6,336.9,356.5,403.9,401.9,344.3,301,254.8,373.3,429.4,505.2,593.7,696.5,756,883.5,895.3,1117,1334,1769,1847,2056,2536,2850,3451,4168,4464,5628,6574,8274,9366,10300,11980,12260,14060,15360,19240,23770,28220,28120,30320,32690,34300,36820,42740,49640,56540,60070,63580,69360
WLF,876,WALLIS AND FUTUNA ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,887,YEMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.269,29.07,29.07,28.77,28.47,31.69,41.8,37.9,37.49,107.8,386.6,622.7,618.8,508.6,327.7,276.6,295.1,345.5,352.1,328.9,326.5,324,437.3,410,488.8,471.6,566.5,541.2,565.7,579.6,560.4,550.5,540,518.8,625.7,755.7,761.5,668.3,990.8,959.8,1149,1114,883.6,489,670.6,656.6,663.6,593.7,593.7,593.7
ZMB,894,ZAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.05,28.03,41.47,53.85,66.13,81.96,97.36,113.4,135.4,100.4,102.2,75.67,69.9,67.66,76.32,109,109,148.9,167,163.5,87.22,232.4,239.9,203.4,218.1,221.7,186.8,191.8,59.69,93.79,75.44,67.76,70.28,69.42,107.7,138.6,143.2,160,170.7,159.1,179.4,150.4,142,143,114.3,127.1,141.6,156,142.3,121.5,153.6,86.58,92.25,139.8,155.2,172.4,215.9,209.1,215.4,338.9,434.6,459,611.8,704.5,736.2,697.5,775,856.4,1066,961,930,930,930
ZWE,716,ZIMBABWE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.71,32.71,36.34,36.34,39.98,43.53,49.74,73.43,94.93,116.4,144.6,169.8,197.6,230,173.6,175.2,127.4,116.3,111.8,123.7,123.5,123.6,0,167.2,189,236.2,276.1,308.9,334.4,374.3,330.7,262.3,238,196.5,187.4,219.5,271,261.1,261.2,287.4,306.3,324.6,345.7,325.6,299.8,287.4,354.6,368.4,408.7,436.6,394.4,406.8,446.8,446.1,404.9,404.3,322.2,240.7,159.8,198.9,237.8,274.8,154.9,153.9,269.6,308.5,382.5,565.9,463.2,496,585.1,461.1,468.9,558,472.7,496,496,496
